session_id,T,Interviewer mentions 30 minutes / half an hour,Participant mentions 30 minutes / half an hour,"Participant mentions before any interviewer mention, or without one",Participant mentions after an interviewer mention
MI-MAINEXP-29111480,0,False,False,False,False
MI-MAINEXP-29115958,3,True,True,False,True
MI-MAINEXP-2914772,2,False,False,False,False
MI-MAINEXP-29149131,2,True,True,True,False
MI-MAINEXP-29251294,3,True,False,False,False
MI-MAINEXP-29291152,3,True,True,False,True
MI-MAINEXP-29306942,0,False,False,False,False
MI-MAINEXP-29311031,1,False,False,False,False
MI-MAINEXP-29339362,0,True,True,True,False
MI-MAINEXP-29340235,3,True,False,False,False
MI-MAINEXP-29346706,0,False,False,False,False
MI-MAINEXP-29347386,1,False,False,False,False
MI-MAINEXP-29410048,1,False,False,False,False
MI-MAINEXP-29459756,0,False,True,True,False
MI-MAINEXP-29477268,1,False,False,False,False
MI-MAINEXP-29497853,3,True,False,False,False
MI-MAINEXP-29535207,3,True,True,True,True
MI-MAINEXP-29553857,1,False,False,False,False
MI-MAINEXP-29566157,1,False,False,False,False
MI-MAINEXP-29589091,1,False,False,False,False
MI-MAINEXP-29657334,0,False,False,False,False
MI-MAINEXP-29664586,0,False,False,False,False
MI-MAINEXP-29723499,3,True,True,False,True
MI-MAINEXP-29817725,3,True,True,False,True
MI-MAINEXP-29940517,3,True,False,False,False
MI-MAINEXP-29943691,2,False,False,False,False
MI-MAINEXP-29950532,0,False,False,False,False
MI-MAINEXP-29953832,2,False,False,False,False
MI-MAINEXP-29975011,2,False,False,False,False
MI-MAINEXP-30026694,1,False,False,False,False
MI-MAINEXP-30123449,3,True,False,False,False
MI-MAINEXP-30135956,0,False,False,False,False
MI-MAINEXP-3014004,3,True,True,False,True
MI-MAINEXP-30226184,2,False,False,False,False
MI-MAINEXP-30251996,2,False,False,False,False
MI-MAINEXP-30259482,1,False,True,True,False
MI-MAINEXP-30317482,0,False,False,False,False
MI-MAINEXP-30343039,3,True,False,False,False
MI-MAINEXP-30367354,2,False,False,False,False
MI-MAINEXP-30447963,0,False,False,False,False
MI-MAINEXP-30459785,2,True,True,True,True
MI-MAINEXP-30481298,0,False,False,False,False
MI-MAINEXP-30488132,0,False,False,False,False
MI-MAINEXP-30505406,1,False,False,False,False
MI-MAINEXP-30532153,1,False,False,False,False
MI-MAINEXP-30555742,3,True,False,False,False
MI-MAINEXP-30618390,1,False,False,False,False
MI-MAINEXP-30620916,1,False,False,False,False
MI-MAINEXP-30739346,1,False,False,False,False
MI-MAINEXP-30742868,1,False,False,False,False
MI-MAINEXP-30797946,2,False,False,False,False
MI-MAINEXP-30812278,0,False,False,False,False
MI-MAINEXP-30838572,3,False,False,False,False
MI-MAINEXP-30855063,0,False,False,False,False
MI-MAINEXP-30865944,0,False,False,False,False
MI-MAINEXP-30872038,1,True,True,True,False
MI-MAINEXP-30880455,0,False,False,False,False
MI-MAINEXP-30949973,3,True,False,False,False
MI-MAINEXP-30987216,3,True,True,True,True
MI-MAINEXP-31029850,3,False,False,False,False
MI-MAINEXP-31036647,3,True,False,False,False
MI-MAINEXP-31036736,0,False,False,False,False
MI-MAINEXP-31055727,0,False,False,False,False
MI-MAINEXP-31066754,3,True,True,True,True
MI-MAINEXP-31127526,3,True,True,False,True
MI-MAINEXP-3112946,1,False,False,False,False
MI-MAINEXP-31218985,0,False,False,False,False
MI-MAINEXP-31221484,1,False,False,False,False
MI-MAINEXP-31229595,3,True,False,False,False
MI-MAINEXP-31231668,3,True,False,False,False
MI-MAINEXP-31281772,0,True,True,False,True
MI-MAINEXP-31286784,1,False,False,False,False
MI-MAINEXP-31293213,0,False,False,False,False
MI-MAINEXP-31331063,3,True,True,False,True
MI-MAINEXP-31344177,2,False,False,False,False
MI-MAINEXP-31354493,1,False,False,False,False
MI-MAINEXP-31367321,1,False,False,False,False
MI-MAINEXP-31418561,0,False,False,False,False
MI-MAINEXP-31420170,3,True,False,False,False
MI-MAINEXP-31427062,1,False,False,False,False
MI-MAINEXP-31444737,0,False,False,False,False
MI-MAINEXP-31505282,3,False,False,False,False
MI-MAINEXP-31547379,3,True,False,False,False
MI-MAINEXP-31552923,0,False,False,False,False
MI-MAINEXP-31563533,3,True,False,False,False
MI-MAINEXP-31571935,1,False,False,False,False
MI-MAINEXP-31648577,1,False,True,True,False
MI-MAINEXP-31651258,0,False,False,False,False
MI-MAINEXP-31677543,0,False,True,True,False
MI-MAINEXP-31711807,0,False,False,False,False
MI-MAINEXP-3171438,1,False,False,False,False
MI-MAINEXP-31809722,0,False,False,False,False
MI-MAINEXP-31812567,1,False,False,False,False
MI-MAINEXP-31883067,2,False,False,False,False
MI-MAINEXP-31884719,2,False,False,False,False
MI-MAINEXP-31991500,3,True,True,False,True
MI-MAINEXP-32009894,2,False,False,False,False
MI-MAINEXP-32015629,3,True,False,False,False
MI-MAINEXP-32025646,2,False,False,False,False
MI-MAINEXP-32085500,1,False,False,False,False
MI-MAINEXP-32107453,2,False,False,False,False
MI-MAINEXP-3211511,0,False,False,False,False
MI-MAINEXP-32221700,3,False,False,False,False
MI-MAINEXP-32277027,3,True,False,False,False
MI-MAINEXP-32325591,1,False,False,False,False
MI-MAINEXP-32353939,3,False,False,False,False
MI-MAINEXP-32402932,2,False,False,False,False
MI-MAINEXP-32420390,3,True,False,False,False
MI-MAINEXP-32447130,3,True,True,False,True
MI-MAINEXP-32448181,3,True,True,True,True
MI-MAINEXP-32469320,3,True,True,False,True
MI-MAINEXP-32481655,0,True,False,False,False
MI-MAINEXP-32489284,2,False,False,False,False
MI-MAINEXP-3259792,1,False,False,False,False
MI-MAINEXP-32685069,3,True,False,False,False
MI-MAINEXP-32698687,2,False,False,False,False
MI-MAINEXP-3271748,0,True,True,False,True
MI-MAINEXP-3273034,3,True,False,False,False
MI-MAINEXP-32811896,1,False,False,False,False
MI-MAINEXP-32813718,0,False,False,False,False
MI-MAINEXP-32876311,0,True,True,False,True
MI-MAINEXP-32924747,0,False,False,False,False
MI-MAINEXP-32937484,2,False,False,False,False
MI-MAINEXP-32962630,3,True,True,False,True
MI-MAINEXP-32997466,0,False,False,False,False
MI-MAINEXP-33009038,2,False,False,False,False
MI-MAINEXP-33019672,1,False,False,False,False
MI-MAINEXP-33035761,2,True,True,True,True
MI-MAINEXP-33040054,1,False,False,False,False
MI-MAINEXP-3307479,1,False,False,False,False
MI-MAINEXP-33088970,1,False,False,False,False
MI-MAINEXP-33135219,0,False,False,False,False
MI-MAINEXP-33143683,2,False,False,False,False
MI-MAINEXP-33163530,2,False,False,False,False
MI-MAINEXP-33206796,3,True,False,False,False
MI-MAINEXP-3321057,3,True,False,False,False
MI-MAINEXP-33239660,2,False,False,False,False
MI-MAINEXP-33246912,3,True,False,False,False
MI-MAINEXP-33258416,0,False,False,False,False
MI-MAINEXP-33260864,0,False,False,False,False
MI-MAINEXP-33322111,0,True,True,True,False
MI-MAINEXP-33325334,2,False,False,False,False
MI-MAINEXP-33329693,0,False,True,True,False
MI-MAINEXP-33335955,1,False,False,False,False
MI-MAINEXP-33349448,1,False,False,False,False
MI-MAINEXP-33397043,3,True,True,True,False
MI-MAINEXP-33456350,3,True,True,False,True
MI-MAINEXP-33475218,0,False,False,False,False
MI-MAINEXP-33482225,3,True,True,True,False
MI-MAINEXP-33576930,3,True,True,True,True
MI-MAINEXP-33586904,0,False,False,False,False
MI-MAINEXP-33668335,3,True,True,False,True
MI-MAINEXP-33682304,0,False,False,False,False
MI-MAINEXP-33745779,1,False,False,False,False
MI-MAINEXP-33786585,1,False,True,True,False
MI-MAINEXP-33806960,2,False,False,False,False
MI-MAINEXP-33875628,2,False,False,False,False
MI-MAINEXP-33908285,0,False,False,False,False
MI-MAINEXP-33909864,0,False,False,False,False
MI-MAINEXP-3394922,2,True,True,True,False
MI-MAINEXP-33966560,0,False,False,False,False
MI-MAINEXP-33995966,0,False,False,False,False
MI-MAINEXP-34005037,0,True,True,True,False
MI-MAINEXP-34116899,1,False,False,False,False
MI-MAINEXP-3414846,3,True,False,False,False
MI-MAINEXP-34182661,1,False,False,False,False
MI-MAINEXP-34183778,3,False,True,True,False
MI-MAINEXP-34194249,0,True,True,False,True
MI-MAINEXP-3419491,0,False,False,False,False
MI-MAINEXP-34259659,2,False,False,False,False
MI-MAINEXP-34278797,2,False,False,False,False
MI-MAINEXP-34300295,2,False,False,False,False
MI-MAINEXP-34355177,0,True,True,True,False
MI-MAINEXP-34361474,0,False,False,False,False
MI-MAINEXP-34385015,3,True,True,False,True
MI-MAINEXP-34433641,2,False,False,False,False
MI-MAINEXP-34458118,0,False,False,False,False
MI-MAINEXP-3448095,3,True,False,False,False
MI-MAINEXP-34483131,3,True,True,True,True
MI-MAINEXP-34564594,3,True,True,True,False
MI-MAINEXP-34588405,0,True,False,False,False
MI-MAINEXP-3460019,0,False,False,False,False
MI-MAINEXP-34602935,0,False,False,False,False
MI-MAINEXP-34603443,2,False,False,False,False
MI-MAINEXP-34604423,2,False,False,False,False
MI-MAINEXP-34631927,1,False,False,False,False
MI-MAINEXP-34648713,1,False,False,False,False
MI-MAINEXP-34657695,0,False,False,False,False
MI-MAINEXP-34671863,1,False,False,False,False
MI-MAINEXP-34731123,2,False,False,False,False
MI-MAINEXP-34751776,1,False,True,True,False
MI-MAINEXP-34796460,0,False,False,False,False
MI-MAINEXP-34810928,1,False,False,False,False
MI-MAINEXP-34818306,3,False,False,False,False
MI-MAINEXP-34822315,3,True,True,False,True
MI-MAINEXP-3487380,3,True,False,False,False
MI-MAINEXP-3487483,1,False,False,False,False
MI-MAINEXP-35045180,2,False,False,False,False
MI-MAINEXP-35056740,1,False,False,False,False
MI-MAINEXP-35089872,2,False,False,False,False
MI-MAINEXP-35093359,1,False,False,False,False
MI-MAINEXP-35096983,2,False,False,False,False
MI-MAINEXP-35108144,1,False,False,False,False
MI-MAINEXP-3518165,3,False,False,False,False
MI-MAINEXP-35240470,3,False,False,False,False
MI-MAINEXP-35241220,2,False,False,False,False
MI-MAINEXP-35251836,1,False,False,False,False
MI-MAINEXP-35261977,2,False,False,False,False
MI-MAINEXP-35263931,3,True,True,False,True
MI-MAINEXP-35286029,0,True,False,False,False
MI-MAINEXP-3530150,0,True,True,True,False
MI-MAINEXP-35303903,1,False,False,False,False
MI-MAINEXP-35321604,1,True,True,True,False
MI-MAINEXP-35341521,1,False,False,False,False
MI-MAINEXP-35437575,0,False,False,False,False
MI-MAINEXP-35475198,2,False,False,False,False
MI-MAINEXP-35510486,1,False,False,False,False
MI-MAINEXP-35590821,2,False,False,False,False
MI-MAINEXP-35591321,1,False,False,False,False
MI-MAINEXP-35645924,1,False,False,False,False
MI-MAINEXP-35698413,1,False,False,False,False
MI-MAINEXP-35698940,3,True,True,False,True
MI-MAINEXP-35826981,1,False,True,True,False
MI-MAINEXP-35829300,1,False,False,False,False
MI-MAINEXP-35839758,1,False,False,False,False
MI-MAINEXP-35888340,0,False,False,False,False
MI-MAINEXP-3591504,3,False,False,False,False
MI-MAINEXP-35932913,2,False,False,False,False
MI-MAINEXP-35948474,3,True,True,False,True
MI-MAINEXP-35961689,0,True,True,False,True
MI-MAINEXP-35966952,3,True,False,False,False
MI-MAINEXP-35981972,2,False,False,False,False
MI-MAINEXP-36073650,2,False,False,False,False
MI-MAINEXP-36087360,2,False,False,False,False
MI-MAINEXP-36126229,0,False,False,False,False
MI-MAINEXP-36130172,1,False,False,False,False
MI-MAINEXP-36139806,1,False,False,False,False
MI-MAINEXP-36213007,1,False,False,False,False
MI-MAINEXP-36225075,0,False,True,True,False
MI-MAINEXP-36230602,2,True,True,True,False
MI-MAINEXP-36410889,3,True,True,False,True
MI-MAINEXP-36423210,2,False,False,False,False
MI-MAINEXP-3648651,2,False,False,False,False
MI-MAINEXP-36528417,3,True,True,True,False
MI-MAINEXP-36531561,0,False,False,False,False
MI-MAINEXP-36534848,3,True,True,False,True
MI-MAINEXP-36546230,3,False,False,False,False
MI-MAINEXP-36547280,0,False,False,False,False
MI-MAINEXP-36554180,2,False,False,False,False
MI-MAINEXP-36567212,3,True,False,False,False
MI-MAINEXP-36569510,1,False,False,False,False
MI-MAINEXP-36601694,3,True,False,False,False
MI-MAINEXP-36612260,2,False,False,False,False
MI-MAINEXP-36632928,3,True,True,False,True
MI-MAINEXP-36648538,1,False,False,False,False
MI-MAINEXP-36656880,1,False,False,False,False
MI-MAINEXP-36695754,3,True,True,False,True
MI-MAINEXP-36720522,2,False,False,False,False
MI-MAINEXP-36768755,0,False,False,False,False
MI-MAINEXP-36837603,2,False,True,True,False
MI-MAINEXP-36854376,2,False,False,False,False
MI-MAINEXP-36916707,3,False,False,False,False
MI-MAINEXP-36983888,3,False,False,False,False
MI-MAINEXP-36990814,3,False,False,False,False
MI-MAINEXP-37022175,0,False,False,False,False
MI-MAINEXP-37027300,0,True,True,True,False
MI-MAINEXP-37044050,2,False,False,False,False
MI-MAINEXP-37115501,2,False,False,False,False
MI-MAINEXP-37126671,3,False,False,False,False
MI-MAINEXP-37194916,0,True,False,False,False
MI-MAINEXP-37265217,2,False,False,False,False
MI-MAINEXP-37265866,1,False,False,False,False
MI-MAINEXP-37362963,3,True,True,False,True
MI-MAINEXP-37371113,0,False,False,False,False
MI-MAINEXP-37397584,1,False,False,False,False
MI-MAINEXP-37405723,0,False,True,True,False
MI-MAINEXP-37449196,0,False,False,False,False
MI-MAINEXP-37488683,3,True,True,True,False
MI-MAINEXP-37513803,1,False,False,False,False
MI-MAINEXP-37532851,0,False,False,False,False
MI-MAINEXP-37572076,2,False,False,False,False
MI-MAINEXP-37591486,0,False,False,False,False
MI-MAINEXP-37603741,2,False,False,False,False
MI-MAINEXP-37616505,0,True,True,True,False
MI-MAINEXP-3762036,0,False,False,False,False
MI-MAINEXP-3762277,1,False,False,False,False
MI-MAINEXP-37672026,0,False,False,False,False
MI-MAINEXP-37672857,3,True,True,False,True
MI-MAINEXP-37736991,1,False,False,False,False
MI-MAINEXP-37768950,2,False,False,False,False
MI-MAINEXP-37794623,0,False,True,True,False
MI-MAINEXP-37799785,2,False,False,False,False
MI-MAINEXP-37808095,0,False,False,False,False
MI-MAINEXP-37819018,3,True,True,False,True
MI-MAINEXP-37819132,1,False,False,False,False
MI-MAINEXP-37829261,1,True,True,True,False
MI-MAINEXP-37833465,1,False,False,False,False
MI-MAINEXP-37838903,2,False,False,False,False
MI-MAINEXP-37860642,0,True,True,True,False
MI-MAINEXP-37882335,2,False,False,False,False
MI-MAINEXP-37885092,2,False,False,False,False
MI-MAINEXP-37904221,1,False,False,False,False
MI-MAINEXP-37909232,0,False,False,False,False
MI-MAINEXP-37914988,1,False,False,False,False
MI-MAINEXP-37925998,3,False,False,False,False
MI-MAINEXP-3793580,0,False,False,False,False
MI-MAINEXP-37936336,1,False,False,False,False
MI-MAINEXP-37946742,3,True,True,True,False
MI-MAINEXP-38042903,0,False,False,False,False
MI-MAINEXP-38047749,1,True,True,True,True
MI-MAINEXP-38058779,1,False,False,False,False
MI-MAINEXP-38124802,3,True,False,False,False
MI-MAINEXP-38190019,2,False,False,False,False
MI-MAINEXP-38222163,2,False,False,False,False
MI-MAINEXP-38321948,0,True,True,True,False
MI-MAINEXP-38359500,2,False,False,False,False
MI-MAINEXP-38370419,1,False,False,False,False
MI-MAINEXP-38381765,3,True,False,False,False
MI-MAINEXP-3838778,3,False,False,False,False
MI-MAINEXP-38398010,3,True,True,False,True
MI-MAINEXP-38483696,3,True,True,True,False
MI-MAINEXP-38487210,0,False,False,False,False
MI-MAINEXP-38545335,1,False,False,False,False
MI-MAINEXP-38554362,2,False,False,False,False
MI-MAINEXP-38585888,0,False,False,False,False
MI-MAINEXP-38623681,3,True,False,False,False
MI-MAINEXP-38643996,3,False,False,False,False
MI-MAINEXP-38739328,1,False,False,False,False
MI-MAINEXP-38743445,2,False,False,False,False
MI-MAINEXP-38778820,0,False,False,False,False
MI-MAINEXP-38822098,2,False,False,False,False
MI-MAINEXP-38891617,1,False,True,True,False
MI-MAINEXP-3890466,2,False,False,False,False
MI-MAINEXP-38904742,0,False,False,False,False
MI-MAINEXP-38905362,1,False,False,False,False
MI-MAINEXP-38910290,1,False,False,False,False
MI-MAINEXP-38920681,2,False,False,False,False
MI-MAINEXP-38968743,3,True,True,False,True
MI-MAINEXP-39035442,0,False,False,False,False
MI-MAINEXP-39063272,0,False,False,False,False
MI-MAINEXP-39175319,3,False,False,False,False
MI-MAINEXP-39179846,1,False,False,False,False
MI-MAINEXP-39180362,0,False,False,False,False
MI-MAINEXP-39261849,0,False,False,False,False
MI-MAINEXP-39299191,2,False,False,False,False
MI-MAINEXP-39360483,0,False,False,False,False
MI-MAINEXP-39504670,0,False,False,False,False
MI-MAINEXP-39580755,0,False,False,False,False
MI-MAINEXP-3960619,3,True,True,True,True
MI-MAINEXP-39607837,3,True,False,False,False
MI-MAINEXP-39637114,1,False,False,False,False
MI-MAINEXP-39653582,0,False,False,False,False
MI-MAINEXP-39656481,1,True,True,True,False
MI-MAINEXP-39715508,3,True,False,False,False
MI-MAINEXP-39781318,1,False,False,False,False
MI-MAINEXP-39810566,2,False,False,False,False
MI-MAINEXP-39826169,0,False,False,False,False
MI-MAINEXP-3986744,0,False,False,False,False
MI-MAINEXP-39911385,3,True,True,False,True
MI-MAINEXP-39953192,0,False,False,False,False
MI-MAINEXP-39968293,1,False,False,False,False
MI-MAINEXP-39980755,0,False,False,False,False
MI-MAINEXP-39998176,0,True,False,False,False
MI-MAINEXP-40042260,1,True,True,True,True
MI-MAINEXP-40065352,0,False,False,False,False
MI-MAINEXP-40084889,1,False,False,False,False
MI-MAINEXP-40108241,1,False,False,False,False
MI-MAINEXP-40115997,0,True,False,False,False
MI-MAINEXP-40145721,3,True,False,False,False
MI-MAINEXP-40173118,1,False,False,False,False
MI-MAINEXP-40188814,2,False,False,False,False
MI-MAINEXP-40220952,2,False,False,False,False
MI-MAINEXP-4026400,3,True,True,False,True
MI-MAINEXP-40300830,2,False,False,False,False
MI-MAINEXP-4034562,1,True,True,True,False
MI-MAINEXP-40359687,3,True,True,False,True
MI-MAINEXP-4038137,1,False,False,False,False
MI-MAINEXP-40413035,3,False,False,False,False
MI-MAINEXP-40543436,3,True,True,False,True
MI-MAINEXP-40566714,0,False,False,False,False
MI-MAINEXP-40576544,1,False,False,False,False
MI-MAINEXP-40630105,3,False,False,False,False
MI-MAINEXP-40630400,2,False,False,False,False
MI-MAINEXP-40699425,2,False,False,False,False
MI-MAINEXP-4072619,3,True,False,False,False
MI-MAINEXP-40732288,1,False,False,False,False
MI-MAINEXP-40749163,3,True,True,True,True
MI-MAINEXP-40750016,3,False,False,False,False
MI-MAINEXP-40768241,3,False,False,False,False
MI-MAINEXP-40787974,1,True,True,True,False
MI-MAINEXP-4083823,0,False,False,False,False
MI-MAINEXP-40859272,0,True,True,True,False
MI-MAINEXP-40863339,1,False,False,False,False
MI-MAINEXP-40865353,3,True,False,False,False
MI-MAINEXP-40893802,1,False,False,False,False
MI-MAINEXP-40966815,3,True,True,False,True
MI-MAINEXP-40986368,0,False,False,False,False
MI-MAINEXP-41060165,2,False,False,False,False
MI-MAINEXP-41067079,0,False,False,False,False
MI-MAINEXP-41089649,1,False,False,False,False
MI-MAINEXP-41136933,0,False,False,False,False
MI-MAINEXP-41148463,1,False,False,False,False
MI-MAINEXP-41196530,0,False,False,False,False
MI-MAINEXP-41244024,2,False,False,False,False
MI-MAINEXP-41295873,1,False,False,False,False
MI-MAINEXP-41303970,0,False,False,False,False
MI-MAINEXP-41333731,2,False,False,False,False
MI-MAINEXP-41362148,0,False,True,True,False
MI-MAINEXP-41433028,1,False,False,False,False
MI-MAINEXP-41451249,0,False,False,False,False
MI-MAINEXP-4145474,3,True,True,False,True
MI-MAINEXP-41483135,3,True,True,False,True
MI-MAINEXP-41487824,0,False,False,False,False
MI-MAINEXP-41493111,3,True,True,False,True
MI-MAINEXP-41496997,1,False,False,False,False
MI-MAINEXP-41523008,2,False,False,False,False
MI-MAINEXP-41624974,0,False,True,True,False
MI-MAINEXP-41627988,0,True,True,True,False
MI-MAINEXP-41688651,3,True,False,False,False
MI-MAINEXP-41700157,1,False,False,False,False
MI-MAINEXP-41716591,3,True,False,False,False
MI-MAINEXP-4173126,3,False,False,False,False
MI-MAINEXP-41750532,3,True,False,False,False
MI-MAINEXP-41801436,1,False,False,False,False
MI-MAINEXP-4184534,0,False,False,False,False
MI-MAINEXP-41845889,1,False,False,False,False
MI-MAINEXP-41901964,0,True,True,True,False
MI-MAINEXP-41921672,2,True,True,True,False
MI-MAINEXP-41952487,3,True,False,False,False
MI-MAINEXP-41990411,1,False,True,True,False
MI-MAINEXP-42033947,2,False,False,False,False
MI-MAINEXP-42063387,3,True,False,False,False
MI-MAINEXP-42074756,1,False,True,True,False
MI-MAINEXP-42157027,2,False,True,True,False
MI-MAINEXP-42167271,3,True,True,True,True
MI-MAINEXP-42176903,0,False,False,False,False
MI-MAINEXP-42193099,2,False,False,False,False
MI-MAINEXP-42272933,3,True,True,True,False
MI-MAINEXP-42318907,1,False,False,False,False
MI-MAINEXP-4232145,3,True,False,False,False
MI-MAINEXP-42448000,1,False,False,False,False
MI-MAINEXP-42448212,2,False,False,False,False
MI-MAINEXP-42470155,1,False,False,False,False
MI-MAINEXP-42510134,1,False,False,False,False
MI-MAINEXP-4256717,0,False,False,False,False
MI-MAINEXP-42567326,2,False,False,False,False
MI-MAINEXP-42588090,3,True,True,False,True
MI-MAINEXP-42628076,0,False,False,False,False
MI-MAINEXP-42677266,3,True,False,False,False
MI-MAINEXP-42690260,2,False,False,False,False
MI-MAINEXP-42715019,2,False,False,False,False
MI-MAINEXP-42806693,1,False,False,False,False
MI-MAINEXP-42878233,3,True,True,False,True
MI-MAINEXP-42886514,1,True,True,True,False
MI-MAINEXP-42890298,1,False,False,False,False
MI-MAINEXP-42891013,1,False,False,False,False
MI-MAINEXP-42988984,3,True,False,False,False
MI-MAINEXP-43009377,1,False,False,False,False
MI-MAINEXP-43043476,3,True,False,False,False
MI-MAINEXP-4306578,1,False,False,False,False
MI-MAINEXP-43088475,2,False,False,False,False
MI-MAINEXP-43118757,1,False,False,False,False
MI-MAINEXP-43140018,2,False,False,False,False
MI-MAINEXP-4319049,3,True,True,False,True
MI-MAINEXP-43212500,0,False,False,False,False
MI-MAINEXP-43236737,0,False,False,False,False
MI-MAINEXP-43238811,2,False,False,False,False
MI-MAINEXP-43280925,1,False,False,False,False
MI-MAINEXP-4330667,2,False,False,False,False
MI-MAINEXP-43311669,0,False,False,False,False
MI-MAINEXP-43340022,1,False,False,False,False
MI-MAINEXP-4334456,2,False,True,True,False
MI-MAINEXP-43370502,3,True,False,False,False
MI-MAINEXP-43379350,2,False,False,False,False
MI-MAINEXP-43428379,2,False,False,False,False
MI-MAINEXP-4343951,2,False,False,False,False
MI-MAINEXP-4344466,3,True,True,True,True
MI-MAINEXP-43450337,2,False,True,True,False
MI-MAINEXP-43486418,2,False,False,False,False
MI-MAINEXP-43497190,2,False,False,False,False
MI-MAINEXP-43567764,0,False,False,False,False
MI-MAINEXP-43581931,2,False,False,False,False
MI-MAINEXP-43599864,1,False,False,False,False
MI-MAINEXP-43605818,1,False,False,False,False
MI-MAINEXP-43616076,0,False,False,False,False
MI-MAINEXP-43659017,0,False,False,False,False
MI-MAINEXP-43709196,3,True,True,False,True
MI-MAINEXP-43726957,1,False,False,False,False
MI-MAINEXP-43784001,3,True,False,False,False
MI-MAINEXP-43806862,2,False,False,False,False
MI-MAINEXP-43856286,2,False,False,False,False
MI-MAINEXP-43859030,0,False,False,False,False
MI-MAINEXP-43893202,1,False,False,False,False
MI-MAINEXP-43906470,0,False,False,False,False
MI-MAINEXP-43911204,3,True,True,True,False
MI-MAINEXP-43936247,2,False,False,False,False
MI-MAINEXP-43953298,0,False,False,False,False
MI-MAINEXP-44064032,2,False,False,False,False
MI-MAINEXP-44094897,0,False,False,False,False
MI-MAINEXP-44156368,1,False,False,False,False
MI-MAINEXP-44176472,3,True,True,False,True
MI-MAINEXP-44363234,3,True,True,True,True
MI-MAINEXP-44500404,0,True,True,False,True
MI-MAINEXP-44514067,1,False,False,False,False
MI-MAINEXP-44527883,3,False,False,False,False
MI-MAINEXP-44572276,0,False,False,False,False
MI-MAINEXP-44605682,1,False,False,False,False
MI-MAINEXP-44608841,2,False,False,False,False
MI-MAINEXP-44638039,0,False,False,False,False
MI-MAINEXP-44648579,3,True,True,False,True
MI-MAINEXP-44669101,2,True,True,True,False
MI-MAINEXP-44788258,2,False,False,False,False
MI-MAINEXP-44878546,2,True,True,True,False
MI-MAINEXP-44957003,3,True,True,True,True
MI-MAINEXP-44968109,1,False,False,False,False
MI-MAINEXP-4498818,3,True,True,False,True
MI-MAINEXP-45007794,3,True,True,True,True
MI-MAINEXP-45015620,1,False,False,False,False
MI-MAINEXP-45028619,0,False,False,False,False
MI-MAINEXP-45066005,3,True,False,False,False
MI-MAINEXP-45070859,1,False,False,False,False
MI-MAINEXP-45149792,0,False,False,False,False
MI-MAINEXP-45165333,3,False,False,False,False
MI-MAINEXP-45213242,0,False,False,False,False
MI-MAINEXP-4525725,2,False,False,False,False
MI-MAINEXP-45291726,0,False,False,False,False
MI-MAINEXP-45435345,3,False,False,False,False
MI-MAINEXP-45512846,0,False,False,False,False
MI-MAINEXP-4555733,2,False,True,True,False
MI-MAINEXP-4557830,1,False,False,False,False
MI-MAINEXP-45583339,1,False,False,False,False
MI-MAINEXP-45593577,0,False,False,False,False
MI-MAINEXP-45628866,3,False,False,False,False
MI-MAINEXP-45651852,3,True,False,False,False
MI-MAINEXP-45741223,1,False,False,False,False
MI-MAINEXP-4574740,2,False,False,False,False
MI-MAINEXP-45772711,1,False,False,False,False
MI-MAINEXP-45799149,2,False,False,False,False
MI-MAINEXP-45859836,3,False,False,False,False
MI-MAINEXP-45862536,2,False,False,False,False
MI-MAINEXP-45866980,2,False,False,False,False
MI-MAINEXP-46026559,3,True,False,False,False
MI-MAINEXP-46043937,3,True,True,False,True
MI-MAINEXP-46045109,2,True,True,True,False
MI-MAINEXP-46086029,3,True,False,False,False
MI-MAINEXP-46112183,2,False,False,False,False
MI-MAINEXP-46167855,0,True,True,True,False
MI-MAINEXP-46210656,2,False,False,False,False
MI-MAINEXP-46265637,0,False,False,False,False
MI-MAINEXP-46287748,2,False,False,False,False
MI-MAINEXP-46303700,3,True,True,False,True
MI-MAINEXP-4643808,0,True,True,True,False
MI-MAINEXP-46444557,1,False,True,True,False
MI-MAINEXP-46531114,3,True,True,False,True
MI-MAINEXP-46539493,0,True,True,True,False
MI-MAINEXP-4655503,0,False,False,False,False
MI-MAINEXP-46640312,2,False,False,False,False
MI-MAINEXP-46650158,2,False,False,False,False
MI-MAINEXP-46776353,3,False,False,False,False
MI-MAINEXP-46780594,0,False,False,False,False
MI-MAINEXP-46845498,3,False,False,False,False
MI-MAINEXP-46885196,0,False,False,False,False
MI-MAINEXP-46945630,1,False,False,False,False
MI-MAINEXP-46979198,2,False,False,False,False
MI-MAINEXP-47069862,1,False,False,False,False
MI-MAINEXP-47107307,2,False,False,False,False
MI-MAINEXP-47149639,2,False,False,False,False
MI-MAINEXP-47150011,1,False,False,False,False
MI-MAINEXP-47274935,2,False,False,False,False
MI-MAINEXP-47280827,1,False,False,False,False
MI-MAINEXP-47311295,0,False,False,False,False
MI-MAINEXP-47321853,0,False,False,False,False
MI-MAINEXP-47359529,2,False,False,False,False
MI-MAINEXP-47359682,3,True,True,False,True
MI-MAINEXP-47387139,1,False,False,False,False
MI-MAINEXP-4740164,1,True,True,True,False
MI-MAINEXP-47432401,1,True,True,True,False
MI-MAINEXP-4745673,2,False,False,False,False
MI-MAINEXP-47470006,0,False,False,False,False
MI-MAINEXP-4753478,0,True,True,True,False
